entity_id,state,last_changed
sensor.octoprint_actual_a_temp,86.54627170072223,2025-08-01T19:00:00.000Z
sensor.octoprint_actual_a_temp,86.75702979716665,2025-08-01T20:00:00.000Z
sensor.octoprint_actual_a_temp,86.84335388066667,2025-08-01T21:00:00.000Z
sensor.octoprint_actual_a_temp,86.64834282933333,2025-08-01T22:00:00.000Z
sensor.octoprint_actual_a_temp,86.309617894,2025-08-01T23:00:00.000Z
sensor.octoprint_actual_a_temp,85.54968549683332,2025-08-02T00:00:00.000Z
sensor.octoprint_actual_a_temp,84.84599278147222,2025-08-02T01:00:00.000Z
sensor.octoprint_actual_a_temp,83.88905209852778,2025-08-02T02:00:00.000Z
sensor.octoprint_actual_a_temp,82.89141120930556,2025-08-02T03:00:00.000Z
sensor.octoprint_actual_a_temp,82.11720078980555,2025-08-02T04:00:00.000Z
sensor.octoprint_actual_a_temp,81.50707726936112,2025-08-02T05:00:00.000Z
sensor.octoprint_actual_a_temp,81.43548392680556,2025-08-02T06:00:00.000Z
sensor.octoprint_actual_a_temp,81.00578568430555,2025-08-02T07:00:00.000Z
sensor.octoprint_actual_a_temp,80.052999553,2025-08-02T08:00:00.000Z
sensor.octoprint_actual_a_temp,79.48519355244444,2025-08-02T09:00:00.000Z
sensor.octoprint_actual_a_temp,79.57592843677777,2025-08-02T10:00:00.000Z
sensor.octoprint_actual_a_temp,79.36572740519445,2025-08-02T11:00:00.000Z
sensor.octoprint_actual_a_temp,80.32115344236111,2025-08-02T12:00:00.000Z
sensor.octoprint_actual_a_temp,81.29146578436111,2025-08-02T13:00:00.000Z
sensor.octoprint_actual_a_temp,82.29445069508334,2025-08-02T14:00:00.000Z
sensor.octoprint_actual_a_temp,83.88851031955555,2025-08-02T15:00:00.000Z
sensor.octoprint_actual_a_temp,85.38914164461112,2025-08-02T16:00:00.000Z
sensor.octoprint_actual_a_temp,86.99952644702778,2025-08-02T17:00:00.000Z
sensor.octoprint_actual_a_temp,88.11756201349999,2025-08-02T18:00:00.000Z
sensor.octoprint_actual_a_temp,89.95217356799999,2025-08-02T19:00:00.000Z
sensor.octoprint_actual_a_temp,91.50918408930556,2025-08-02T20:00:00.000Z
sensor.octoprint_actual_a_temp,92.30071405891665,2025-08-02T21:00:00.000Z
sensor.octoprint_actual_a_temp,92.50914773294444,2025-08-02T22:00:00.000Z
sensor.octoprint_actual_a_temp,92.73125412283333,2025-08-02T23:00:00.000Z
sensor.octoprint_actual_a_temp,92.00219838922222,2025-08-03T00:00:00.000Z
sensor.octoprint_actual_a_temp,89.66300542700002,2025-08-03T01:00:00.000Z
sensor.octoprint_actual_a_temp,87.89663230936111,2025-08-03T02:00:00.000Z
sensor.octoprint_actual_a_temp,86.94073538911111,2025-08-03T03:00:00.000Z
sensor.octoprint_actual_a_temp,85.84046195933333,2025-08-03T04:00:00.000Z
sensor.octoprint_actual_a_temp,84.74232174258334,2025-08-03T05:00:00.000Z
sensor.octoprint_actual_a_temp,83.93763486894444,2025-08-03T06:00:00.000Z
sensor.octoprint_actual_a_temp,83.89138824586111,2025-08-03T07:00:00.000Z
sensor.octoprint_actual_a_temp,83.53098358802778,2025-08-03T08:00:00.000Z
sensor.octoprint_actual_a_temp,83.08710741580556,2025-08-03T09:00:00.000Z
sensor.octoprint_actual_a_temp,81.83772516222221,2025-08-03T10:00:00.000Z
sensor.octoprint_actual_a_temp,81.4916955781111,2025-08-03T11:00:00.000Z
sensor.octoprint_actual_a_temp,81.91193846966668,2025-08-03T12:00:00.000Z
sensor.octoprint_actual_a_temp,83.5401743298611,2025-08-03T13:00:00.000Z
sensor.octoprint_actual_a_temp,85.41710130269445,2025-08-03T14:00:00.000Z
sensor.octoprint_actual_a_temp,87.05824575988889,2025-08-03T15:00:00.000Z
sensor.octoprint_actual_a_temp,88.603324521,2025-08-03T16:00:00.000Z
sensor.octoprint_actual_a_temp,90.11888436308334,2025-08-03T17:00:00.000Z
sensor.octoprint_actual_a_temp,91.61183372683332,2025-08-03T18:00:00.000Z
sensor.octoprint_actual_a_temp,92.88105165672222,2025-08-03T19:00:00.000Z
sensor.octoprint_actual_a_temp,94.22422587383333,2025-08-03T20:00:00.000Z
sensor.octoprint_actual_a_temp,95.06912552616667,2025-08-03T21:00:00.000Z
sensor.octoprint_actual_a_temp,94.37510366527778,2025-08-03T22:00:00.000Z
sensor.octoprint_actual_a_temp,93.17969939574999,2025-08-03T23:00:00.000Z
sensor.octoprint_actual_a_temp,91.24671927094444,2025-08-04T00:00:00.000Z
sensor.octoprint_actual_a_temp,89.65839723983333,2025-08-04T01:00:00.000Z
sensor.octoprint_actual_a_temp,88.46019100002776,2025-08-04T02:00:00.000Z
sensor.octoprint_actual_a_temp,87.69175451902778,2025-08-04T03:00:00.000Z
sensor.octoprint_actual_a_temp,87.0178736013611,2025-08-04T04:00:00.000Z
sensor.octoprint_actual_a_temp,86.94081096472223,2025-08-04T05:00:00.000Z
sensor.octoprint_actual_a_temp,87.10416858372223,2025-08-04T06:00:00.000Z
sensor.octoprint_actual_a_temp,86.1626458313611,2025-08-04T07:00:00.000Z
sensor.octoprint_actual_a_temp,84.90006813136111,2025-08-04T08:00:00.000Z
sensor.octoprint_actual_a_temp,83.84037981213889,2025-08-04T09:00:00.000Z
sensor.octoprint_actual_a_temp,82.77086906519445,2025-08-04T10:00:00.000Z
sensor.octoprint_actual_a_temp,82.18016359766666,2025-08-04T11:00:00.000Z
sensor.octoprint_actual_a_temp,82.02827497675,2025-08-04T12:00:00.000Z
sensor.octoprint_actual_a_temp,82.92807956108334,2025-08-04T13:00:00.000Z
sensor.octoprint_actual_a_temp,84.25290129294444,2025-08-04T14:00:00.000Z
sensor.octoprint_actual_a_temp,85.60819789169445,2025-08-04T15:00:00.000Z
sensor.octoprint_actual_a_temp,87.12804787561112,2025-08-04T16:00:00.000Z
sensor.octoprint_actual_a_temp,88.47544372200001,2025-08-04T17:00:00.000Z
sensor.octoprint_actual_a_temp,90.03302864588888,2025-08-04T18:00:00.000Z
sensor.octoprint_actual_a_temp,91.82889689786111,2025-08-04T19:00:00.000Z
sensor.octoprint_actual_a_temp,93.60886975641667,2025-08-04T20:00:00.000Z
sensor.octoprint_actual_a_temp,95.05914617161112,2025-08-04T21:00:00.000Z
sensor.octoprint_actual_a_temp,95.89981130741667,2025-08-04T22:00:00.000Z
sensor.octoprint_actual_a_temp,96.56677428952777,2025-08-04T23:00:00.000Z
sensor.octoprint_actual_a_temp,95.30000062308333,2025-08-05T00:00:00.000Z
sensor.octoprint_actual_a_temp,93.78634160286111,2025-08-05T01:00:00.000Z
sensor.octoprint_actual_a_temp,92.40585363180556,2025-08-05T02:00:00.000Z
sensor.octoprint_actual_a_temp,91.30194071247223,2025-08-05T03:00:00.000Z
sensor.octoprint_actual_a_temp,90.17343881438889,2025-08-05T04:00:00.000Z
sensor.octoprint_actual_a_temp,89.14758906561111,2025-08-05T05:00:00.000Z
sensor.octoprint_actual_a_temp,89.22404714269443,2025-08-05T06:00:00.000Z
sensor.octoprint_actual_a_temp,88.74121509738889,2025-08-05T07:00:00.000Z
sensor.octoprint_actual_a_temp,87.9140219141389,2025-08-05T08:00:00.000Z
sensor.octoprint_actual_a_temp,87.29443967825,2025-08-05T09:00:00.000Z
